,customer_id,article_id,Bought
23,0024dea548c64fb75a563e0b300c0b16210decee446f1aa9ed6dcf2cc965d462,878250001,1
24,0027217107e6543586c853357873d338b57e3f624ea6222c94a30fbee728ba4d,646962003,1
25,0027217107e6543586c853357873d338b57e3f624ea6222c94a30fbee728ba4d,838321001,1
26,0027217107e6543586c853357873d338b57e3f624ea6222c94a30fbee728ba4d,848308006,1
27,0027217107e6543586c853357873d338b57e3f624ea6222c94a30fbee728ba4d,864596003,1
28,0027217107e6543586c853357873d338b57e3f624ea6222c94a30fbee728ba4d,888484001,1
29,0027217107e6543586c853357873d338b57e3f624ea6222c94a30fbee728ba4d,888728007,1
30,002c1e3806566fd29daccb39c0b0447a818c7b1a862afabd9f9168ae4376ea4f,594987002,1
31,002c1e3806566fd29daccb39c0b0447a818c7b1a862afabd9f9168ae4376ea4f,821140001,1
32,002c1e3806566fd29daccb39c0b0447a818c7b1a862afabd9f9168ae4376ea4f,859736001,1
33,002c1e3806566fd29daccb39c0b0447a818c7b1a862afabd9f9168ae4376ea4f,859736002,1
34,002cf1fe0b0b15699db8e09ec61d683df4fb267de33f7babe255ac85a8d9ac79,879995001,1
35,0030bed6ae85e5e4f89285f21345b5f5dd0df531ec5a769ab275bbc97b6b1090,278811006,1
36,003c86cab93ddada9210a52614fccf169f3b2886889be971290c886472d03197,697564010,1
37,003f1bdc9212bd81fd5ec35bf7285580103cd8a469340efed1d27f3b86d7f28f,880714002,1
38,003f1bdc9212bd81fd5ec35bf7285580103cd8a469340efed1d27f3b86d7f28f,888700006,1
39,003f1bdc9212bd81fd5ec35bf7285580103cd8a469340efed1d27f3b86d7f28f,902068003,1
40,0043b2f4d052b5a80a109ac38be1ff7467a083eb98bb019b443caf1ec9a00ca9,851094009,1
41,0043b2f4d052b5a80a109ac38be1ff7467a083eb98bb019b443caf1ec9a00ca9,866503005,1
42,0043b2f4d052b5a80a109ac38be1ff7467a083eb98bb019b443caf1ec9a00ca9,866503007,1
43,0043b2f4d052b5a80a109ac38be1ff7467a083eb98bb019b443caf1ec9a00ca9,875950005,1
44,0043b2f4d052b5a80a109ac38be1ff7467a083eb98bb019b443caf1ec9a00ca9,883435003,1
45,0043b2f4d052b5a80a109ac38be1ff7467a083eb98bb019b443caf1ec9a00ca9,885919002,1
46,0043b2f4d052b5a80a109ac38be1ff7467a083eb98bb019b443caf1ec9a00ca9,892421009,1
47,0043b2f4d052b5a80a109ac38be1ff7467a083eb98bb019b443caf1ec9a00ca9,896522003,1
48,0043b2f4d052b5a80a109ac38be1ff7467a083eb98bb019b443caf1ec9a00ca9,905507003,1
49,0043b2f4d052b5a80a109ac38be1ff7467a083eb98bb019b443caf1ec9a00ca9,912204001,1
50,0043d383e35bb4559cba9749bd878241c2c439d31f9e238ea8a4d55c9d4936af,570002085,1
51,0043d383e35bb4559cba9749bd878241c2c439d31f9e238ea8a4d55c9d4936af,685816038,1
52,004aba4d86336a047aef5d5eb6bc55a136dc3e4caf23202ad782ae5cbbde5242,778064001,1
53,004aba4d86336a047aef5d5eb6bc55a136dc3e4caf23202ad782ae5cbbde5242,804992014,1
54,004aba4d86336a047aef5d5eb6bc55a136dc3e4caf23202ad782ae5cbbde5242,804992034,1
55,004aba4d86336a047aef5d5eb6bc55a136dc3e4caf23202ad782ae5cbbde5242,817353003,1
56,004aba4d86336a047aef5d5eb6bc55a136dc3e4caf23202ad782ae5cbbde5242,841383003,1
57,004aba4d86336a047aef5d5eb6bc55a136dc3e4caf23202ad782ae5cbbde5242,878972005,1
58,004aba4d86336a047aef5d5eb6bc55a136dc3e4caf23202ad782ae5cbbde5242,897077001,1
59,004aba4d86336a047aef5d5eb6bc55a136dc3e4caf23202ad782ae5cbbde5242,915453001,1
60,004f890062284cddfbd81663dbf09d2f02f8abbfb7437ca90530152b29b87db0,889379006,1
61,004f890062284cddfbd81663dbf09d2f02f8abbfb7437ca90530152b29b87db0,892412002,1
62,00514a87fc0b33e79a9746448b4bf5d192931be935707643ab3de172a3d3219b,562245062,1
63,00514a87fc0b33e79a9746448b4bf5d192931be935707643ab3de172a3d3219b,695545001,1
64,00514a87fc0b33e79a9746448b4bf5d192931be935707643ab3de172a3d3219b,857778001,1
65,0053ed9ca8aec99187532961a73a12e26a671930890fd1ece01539d89a492fbc,783346030,1
66,0053ed9ca8aec99187532961a73a12e26a671930890fd1ece01539d89a492fbc,832253003,1
67,0055a3af1e4bdb9be189a6296e33488219907139a81cb694fb6ca7d01379e337,714790033,1
68,006384123e639ac3fb2135ff216c171c07fd0622d65d81bd6a0b391ef72a7f86,813557012,1
69,00691ee8279449106351b35bd4fa115e0ead0a312ad95f74f53ba4b4b67321eb,835008011,1
70,00691ee8279449106351b35bd4fa115e0ead0a312ad95f74f53ba4b4b67321eb,867365001,1
71,0069963bd7074605722a330ca5dc3d6ab616e1861d65f33cc70190e57af8049d,873679005,1
72,00758087d42362242f455ee773f69da8f8b0a22f0779113a8eb66e4b25dea04f,351484034,1
73,00758087d42362242f455ee773f69da8f8b0a22f0779113a8eb66e4b25dea04f,629758013,1
74,00758087d42362242f455ee773f69da8f8b0a22f0779113a8eb66e4b25dea04f,666392018,1
75,00758087d42362242f455ee773f69da8f8b0a22f0779113a8eb66e4b25dea04f,783380001,1
76,0077922bc342aca5f3ad0a67198ce22779eeb89f9861b9634370a8dc14c18e79,875451002,1
77,0077922bc342aca5f3ad0a67198ce22779eeb89f9861b9634370a8dc14c18e79,910278002,1
78,007c864f4ed7864aaf289f8ef40e4ec9f8768d3cfb14fef3bd976b190896fb2c,685942001,1
79,007c864f4ed7864aaf289f8ef40e4ec9f8768d3cfb14fef3bd976b190896fb2c,853474004,1
80,007c864f4ed7864aaf289f8ef40e4ec9f8768d3cfb14fef3bd976b190896fb2c,859419001,1
81,007c864f4ed7864aaf289f8ef40e4ec9f8768d3cfb14fef3bd976b190896fb2c,884847001,1
82,007c864f4ed7864aaf289f8ef40e4ec9f8768d3cfb14fef3bd976b190896fb2c,890541003,1
83,007c864f4ed7864aaf289f8ef40e4ec9f8768d3cfb14fef3bd976b190896fb2c,890847001,1
84,007e4c2e0994b4aac97c2713d5dc0b7497d74113f32446868ca22b6437e9594d,814010005,1
85,009fda26ac368656eb3eaa5e81ca86c3ed4bf447fdb5ff0c199a5c4432ea7490,729860002,1
86,009fda26ac368656eb3eaa5e81ca86c3ed4bf447fdb5ff0c199a5c4432ea7490,816521004,1
87,00acde3efb86fb6843d9f16030f30ff39ba7bebd9d38d82733ec4a235871cb9c,905614003,1
88,00ad1651b21f28b4da1162ca84d42ae38241355d41e81c4eef4807758bb41be8,808246005,1
89,00ad1651b21f28b4da1162ca84d42ae38241355d41e81c4eef4807758bb41be8,813803001,1
90,00ad1651b21f28b4da1162ca84d42ae38241355d41e81c4eef4807758bb41be8,920732001,1
91,00af524facb762986095f886c831b639b482e8b71bc5e70ef4d7eb12bb347890,685814063,1
92,00af524facb762986095f886c831b639b482e8b71bc5e70ef4d7eb12bb347890,904567001,1
93,00af524facb762986095f886c831b639b482e8b71bc5e70ef4d7eb12bb347890,904567002,1
94,00b3b9fa329d2dea2e494bd4f378c7f7c5ae34d5df6afa580a5535b3603173a2,844411002,1
95,00bbc6a21385c5dcd9432512e459776444ec194adec04b486325e1dcf2a0d643,278811006,1
96,00bbc6a21385c5dcd9432512e459776444ec194adec04b486325e1dcf2a0d643,554477037,1
97,00bbc6a21385c5dcd9432512e459776444ec194adec04b486325e1dcf2a0d643,573085047,1
98,00bbc6a21385c5dcd9432512e459776444ec194adec04b486325e1dcf2a0d643,793185036,1
99,00bbc6a21385c5dcd9432512e459776444ec194adec04b486325e1dcf2a0d643,799365004,1
100,00bbc6a21385c5dcd9432512e459776444ec194adec04b486325e1dcf2a0d643,837939001,1
101,00bbc6a21385c5dcd9432512e459776444ec194adec04b486325e1dcf2a0d643,845576001,1
102,00bbc6a21385c5dcd9432512e459776444ec194adec04b486325e1dcf2a0d643,872261001,1
103,00bbc6a21385c5dcd9432512e459776444ec194adec04b486325e1dcf2a0d643,888229003,1
104,00bbc6a21385c5dcd9432512e459776444ec194adec04b486325e1dcf2a0d643,888229007,1
105,00bbc6a21385c5dcd9432512e459776444ec194adec04b486325e1dcf2a0d643,917492001,1
106,00c160fd797be9c52491373b16ec194d4edb129c57266e85e65bb9814a25490d,866383006,1
107,00c160fd797be9c52491373b16ec194d4edb129c57266e85e65bb9814a25490d,903357001,1
108,00c160fd797be9c52491373b16ec194d4edb129c57266e85e65bb9814a25490d,906729003,1
109,00c160fd797be9c52491373b16ec194d4edb129c57266e85e65bb9814a25490d,909921002,1
110,00c8504cf48fa9235aaecc3711a851cb25fc3c082c8b56babf063ce838b9a85b,808617005,1
111,00c8504cf48fa9235aaecc3711a851cb25fc3c082c8b56babf063ce838b9a85b,897684002,1
112,00ca35a7135d77f68f153d07e047d4382a2f7ceec09b97be83f9bc80a6cdda08,594987002,1
113,00ca35a7135d77f68f153d07e047d4382a2f7ceec09b97be83f9bc80a6cdda08,875672001,1
114,00cad0a7cc01bcf0d481da413a7ac02e1181418004de081d421710eb894530cc,610602003,1
115,00cad0a7cc01bcf0d481da413a7ac02e1181418004de081d421710eb894530cc,644288001,1
116,00cad0a7cc01bcf0d481da413a7ac02e1181418004de081d421710eb894530cc,829145007,1
117,00d2673fbe5d6190da4df2d1432f8e8d179aff778e0125c796740118e37454a3,878510002,1
118,00d40c65c316c02eac7fb0c628afbf57d616eed4b08f69ecfc115ca643a308af,755604005,1
119,00d40c65c316c02eac7fb0c628afbf57d616eed4b08f69ecfc115ca643a308af,875350001,1
120,00d40c65c316c02eac7fb0c628afbf57d616eed4b08f69ecfc115ca643a308af,923134001,1
121,00dc6a66a0165f4c13b1e547ddd85149b5055250eb75b5bbb83a23eb3138b994,831273003,1
122,00dc6a66a0165f4c13b1e547ddd85149b5055250eb75b5bbb83a23eb3138b994,844411002,1
123,00dc6a66a0165f4c13b1e547ddd85149b5055250eb75b5bbb83a23eb3138b994,870611002,1
124,00eadeb0a833e045eda8a5e435e2bd7a95729c3dc06ef43c62e8d1edc56f4e8d,804029001,1
125,00eadeb0a833e045eda8a5e435e2bd7a95729c3dc06ef43c62e8d1edc56f4e8d,820652002,1
126,00eadeb0a833e045eda8a5e435e2bd7a95729c3dc06ef43c62e8d1edc56f4e8d,845576002,1
127,00eadeb0a833e045eda8a5e435e2bd7a95729c3dc06ef43c62e8d1edc56f4e8d,918474001,1
128,00f1c3895749444bd89d21b2892f26e87efbe93464d068359803b8e6570f2c14,634541003,1
129,00f1c3895749444bd89d21b2892f26e87efbe93464d068359803b8e6570f2c14,714620005,1
130,00f1c3895749444bd89d21b2892f26e87efbe93464d068359803b8e6570f2c14,722437002,1
131,00f1c3895749444bd89d21b2892f26e87efbe93464d068359803b8e6570f2c14,782555003,1
132,00f1c3895749444bd89d21b2892f26e87efbe93464d068359803b8e6570f2c14,794454002,1
133,00f1c3895749444bd89d21b2892f26e87efbe93464d068359803b8e6570f2c14,795975004,1
134,00f1c3895749444bd89d21b2892f26e87efbe93464d068359803b8e6570f2c14,806528005,1
135,00f1c3895749444bd89d21b2892f26e87efbe93464d068359803b8e6570f2c14,820541001,1
136,00f1c3895749444bd89d21b2892f26e87efbe93464d068359803b8e6570f2c14,859148003,1
137,00f1c3895749444bd89d21b2892f26e87efbe93464d068359803b8e6570f2c14,880749002,1
138,00f1c3895749444bd89d21b2892f26e87efbe93464d068359803b8e6570f2c14,884771003,1
139,00f1c3895749444bd89d21b2892f26e87efbe93464d068359803b8e6570f2c14,885239002,1
140,00f5f6e650cd4403d7c6f138167aecf800fc83c35596402b3577952d7e380d9c,849215003,1
141,00f5f6e650cd4403d7c6f138167aecf800fc83c35596402b3577952d7e380d9c,878987003,1
142,00f6e9a0d624c12b900471479b688ad85e398173479d7b5d3b6fb4f3a4d96585,679854039,1
143,00f6e9a0d624c12b900471479b688ad85e398173479d7b5d3b6fb4f3a4d96585,711053003,1
144,00f6e9a0d624c12b900471479b688ad85e398173479d7b5d3b6fb4f3a4d96585,757395001,1
145,00f7b7feda6810b83c34073f2651b566846ad6c30f764987c61bc8ca8f4b5080,685813001,1
146,00f7b7feda6810b83c34073f2651b566846ad6c30f764987c61bc8ca8f4b5080,884754004,1
147,00fa33158eb59432984490a9c7bac5897496e841cca79982707844a3069b19c5,736672002,1
148,0104c49b082e0ae3de2a8c91e840dba408c78ed28eaf0e0721e51df203bea575,887770002,1
149,01081378def56a1512bad530cfca176422f086020da588ddd62fb625f20dce36,900398001,1
150,0119f485130a778943b57e062b18d15324d15ed70081d8f5af361f4aa3730778,828295001,1
151,0119f485130a778943b57e062b18d15324d15ed70081d8f5af361f4aa3730778,828295008,1
152,011e7eae7008ea3d2360327ffc755716c146ee709c2626cfce01746a444564cd,572797048,1
153,011e7eae7008ea3d2360327ffc755716c146ee709c2626cfce01746a444564cd,747563005,1
154,011e7eae7008ea3d2360327ffc755716c146ee709c2626cfce01746a444564cd,799409003,1
155,011e7eae7008ea3d2360327ffc755716c146ee709c2626cfce01746a444564cd,799410003,1
156,011e7eae7008ea3d2360327ffc755716c146ee709c2626cfce01746a444564cd,802980002,1
157,011e7eae7008ea3d2360327ffc755716c146ee709c2626cfce01746a444564cd,811925009,1
158,011e7eae7008ea3d2360327ffc755716c146ee709c2626cfce01746a444564cd,822946001,1
159,011e7eae7008ea3d2360327ffc755716c146ee709c2626cfce01746a444564cd,824118001,1
160,011e7eae7008ea3d2360327ffc755716c146ee709c2626cfce01746a444564cd,831273003,1
161,011e7eae7008ea3d2360327ffc755716c146ee709c2626cfce01746a444564cd,887911002,1
162,0125df54ce1f6b9a67f0d5cdae9237b5cf700bb06f5aedabc85c7ba204077c00,864415001,1
163,0125df54ce1f6b9a67f0d5cdae9237b5cf700bb06f5aedabc85c7ba204077c00,894756002,1
164,0139cdd326cd0f68d65a4ac48430f44a9b20299611be14f6c5e0a6cd9616783f,859399006,1
165,0139cdd326cd0f68d65a4ac48430f44a9b20299611be14f6c5e0a6cd9616783f,859424001,1
166,0139cdd326cd0f68d65a4ac48430f44a9b20299611be14f6c5e0a6cd9616783f,885710002,1
167,0139cdd326cd0f68d65a4ac48430f44a9b20299611be14f6c5e0a6cd9616783f,888026003,1
168,01443c1ba1de752aae49c4cd126cf24d6453d8162c01ccd60e11d3998af97c95,916031003,1
169,014a7680c79a4486b3d1bd8d39a21b9b51362e82278fac24269b3125a55017f4,564310039,1
170,014a7680c79a4486b3d1bd8d39a21b9b51362e82278fac24269b3125a55017f4,699923098,1
171,014a7680c79a4486b3d1bd8d39a21b9b51362e82278fac24269b3125a55017f4,793506017,1
172,014b2ceda1aa71bd252556db0d4758ad1a984f7834060c3e23a62a5c702fb989,471714002,1
173,01531cbc6dd9f689ff36b6370ab5f12e8396b26c7590bb6c8266642758949511,715624051,1
174,01531cbc6dd9f689ff36b6370ab5f12e8396b26c7590bb6c8266642758949511,811291018,1
175,01531cbc6dd9f689ff36b6370ab5f12e8396b26c7590bb6c8266642758949511,894651003,1
176,01531cbc6dd9f689ff36b6370ab5f12e8396b26c7590bb6c8266642758949511,912334001,1
177,0154f6ac5e7c810e0e09d1d8f0f600673f60ac506d2456f98e02b444e6bd7cbe,757298001,1
178,0166baa0f76c4818c24dd59e02a7c6ca9c32ff4c28f09c58312d272306949172,610776002,1
179,016f3c941738e214c49b9d64c4b9640309a75d7b2c714b90cce8c74699136e30,572797001,1
180,016f3c941738e214c49b9d64c4b9640309a75d7b2c714b90cce8c74699136e30,714790021,1
181,016f3c941738e214c49b9d64c4b9640309a75d7b2c714b90cce8c74699136e30,921226002,1
182,016fb4c5d61afcb3ff1b907c0d6f00ab9f4e4071ca22a4dad7d88e410ae35fda,851694002,1
183,01741a27932c4630da6574aac3294e57abc1a8c2ca5cfb2b34664d5f2759eae8,716545008,1
184,01741a27932c4630da6574aac3294e57abc1a8c2ca5cfb2b34664d5f2759eae8,786257005,1
185,01741a27932c4630da6574aac3294e57abc1a8c2ca5cfb2b34664d5f2759eae8,815038001,1
186,01741a27932c4630da6574aac3294e57abc1a8c2ca5cfb2b34664d5f2759eae8,840889002,1
187,01741a27932c4630da6574aac3294e57abc1a8c2ca5cfb2b34664d5f2759eae8,884406001,1
188,01754bc98e003712baae133fd8af4da1983312a9da5a703990993c62e3c62323,864928007,1
189,01754bc98e003712baae133fd8af4da1983312a9da5a703990993c62e3c62323,915292002,1
190,01756fa08e6eae6cd612812aaf295f3226d7c6929e15fe7913fc63b49c85050c,770315005,1
191,01756fa08e6eae6cd612812aaf295f3226d7c6929e15fe7913fc63b49c85050c,891542003,1
192,01756fa08e6eae6cd612812aaf295f3226d7c6929e15fe7913fc63b49c85050c,926306001,1
193,0179df37721945d1e0ba7e31682c6da0616cb9d66634526c2e650f13f4e70c57,721990006,1
194,0179df37721945d1e0ba7e31682c6da0616cb9d66634526c2e650f13f4e70c57,832330004,1
195,0180d0ef5499cd4dfd920c19821c5f1e3f6692662e7d7840925245875012ceb3,832330004,1
196,0180d0ef5499cd4dfd920c19821c5f1e3f6692662e7d7840925245875012ceb3,832331004,1
197,0181e7ca69cc42d908cf9a13cc32ff5475c0f433f83a05728daba188f6c3c569,730683019,1
198,0181e7ca69cc42d908cf9a13cc32ff5475c0f433f83a05728daba188f6c3c569,851778002,1
199,0181e7ca69cc42d908cf9a13cc32ff5475c0f433f83a05728daba188f6c3c569,863587007,1
200,0181e7ca69cc42d908cf9a13cc32ff5475c0f433f83a05728daba188f6c3c569,923727002,1
201,01918c41b5011fde064777b66ae5ca0197bebdad060a6a6be653c78a320c317d,563660002,1
202,01918c41b5011fde064777b66ae5ca0197bebdad060a6a6be653c78a320c317d,753802005,1
203,01918c41b5011fde064777b66ae5ca0197bebdad060a6a6be653c78a320c317d,799356001,1
204,01918c41b5011fde064777b66ae5ca0197bebdad060a6a6be653c78a320c317d,835563008,1
205,01918c41b5011fde064777b66ae5ca0197bebdad060a6a6be653c78a320c317d,871492001,1
206,01918c41b5011fde064777b66ae5ca0197bebdad060a6a6be653c78a320c317d,873564003,1
207,01918c41b5011fde064777b66ae5ca0197bebdad060a6a6be653c78a320c317d,883610001,1
208,0192acebd27c00c1ae2d16e8b3e662ec075ad92a5637317924232025083b8c06,687704022,1
209,0192acebd27c00c1ae2d16e8b3e662ec075ad92a5637317924232025083b8c06,875272001,1
210,0193dcf1e0d2f81e51c1f7dba532997f384517d22f4bc45156081131755c17f0,473954014,1
211,0193dcf1e0d2f81e51c1f7dba532997f384517d22f4bc45156081131755c17f0,858918004,1
212,0193dcf1e0d2f81e51c1f7dba532997f384517d22f4bc45156081131755c17f0,863515004,1
213,0193dcf1e0d2f81e51c1f7dba532997f384517d22f4bc45156081131755c17f0,903374004,1
214,0195ffd9003a84142a7fee9fbd85b97f111f054a1ee1587b2b98b60d506a5f1b,708311029,1
215,0195ffd9003a84142a7fee9fbd85b97f111f054a1ee1587b2b98b60d506a5f1b,854247001,1
216,0196dfc47de84b1d7166addb39434ed0befc90d21ca631d56252303c4cdcb352,844409001,1
217,01b162aee0b3a961731c448e8ef16550e35cf9d590f4530e841bf260fc0ee8de,760084003,1
218,01bbbda436d0d669f9e02688de6ccb83991eb4c18024c1531eeb1942d06706fc,884920001,1
219,01c2615a83cc64e8815ff0cae047116ab941c5645688c2b8df8bb85a02c76e58,711053026,1
220,01c4fdff22eef7e29f3acceb7fc96a8d048b0fa02b2f75ddb39c69b9deaaf3ca,778064001,1
221,01c4fdff22eef7e29f3acceb7fc96a8d048b0fa02b2f75ddb39c69b9deaaf3ca,801384014,1
222,01c4fdff22eef7e29f3acceb7fc96a8d048b0fa02b2f75ddb39c69b9deaaf3ca,869379008,1
223,01c4fdff22eef7e29f3acceb7fc96a8d048b0fa02b2f75ddb39c69b9deaaf3ca,877978001,1
224,01cb6da582fbfb8235c99b9a9594efaf9be58862e632e2bf75e4e8c64d4e8d0d,600886011,1
225,01cb6da582fbfb8235c99b9a9594efaf9be58862e632e2bf75e4e8c64d4e8d0d,684209004,1
226,01cb6da582fbfb8235c99b9a9594efaf9be58862e632e2bf75e4e8c64d4e8d0d,883720001,1
227,01cd22f7812f854533f7352f3ce96608708d2513409ee6491a712c26fb358fd3,756322001,1
228,01cd22f7812f854533f7352f3ce96608708d2513409ee6491a712c26fb358fd3,868751001,1
229,01cd22f7812f854533f7352f3ce96608708d2513409ee6491a712c26fb358fd3,928582001,1
230,01d06dd0cac193954ac3ccd3668eaedbd2d815b7937f29a10c5120bd1e29cb3a,578630025,1
231,01d06dd0cac193954ac3ccd3668eaedbd2d815b7937f29a10c5120bd1e29cb3a,763988004,1
232,01d7d1c729f44b33b9b63598f87b8b61b4da7117327eaad6a0390d662c932c22,717490057,1
233,01d7d1c729f44b33b9b63598f87b8b61b4da7117327eaad6a0390d662c932c22,759814022,1
234,01d7d1c729f44b33b9b63598f87b8b61b4da7117327eaad6a0390d662c932c22,808617005,1
235,01d7d1c729f44b33b9b63598f87b8b61b4da7117327eaad6a0390d662c932c22,889713001,1
236,01db1fcd81f8a5c5ea62c711c51c809ebcee4161f9fc3fa9b9d60c88958427a7,351484039,1
237,01db1fcd81f8a5c5ea62c711c51c809ebcee4161f9fc3fa9b9d60c88958427a7,823505001,1
238,01e0df867633101648498337d1f40effce8fdc6da0ad6445b9f098d64da28abc,730683050,1
239,01e0df867633101648498337d1f40effce8fdc6da0ad6445b9f098d64da28abc,889713001,1
240,01e9462168e4783f54eb20630433b93f9c6ff55818f436a2b0c3fcb222e0ec6e,769748014,1
241,01e9462168e4783f54eb20630433b93f9c6ff55818f436a2b0c3fcb222e0ec6e,851774008,1
242,01e9a841a93e59bb03481e92270e85b115c3d977cb5e6d2b57bb36134e924526,650693001,1
243,01e9a841a93e59bb03481e92270e85b115c3d977cb5e6d2b57bb36134e924526,831273003,1
244,01e9a841a93e59bb03481e92270e85b115c3d977cb5e6d2b57bb36134e924526,832312001,1
245,01fe4b36e85cc9911252fd5216a50d9be1223bcb6d91449a219ce82cb61e077e,685602005,1
246,01ffe1073ae51f7b98fd68cf06389bfdb679d1c2e7d6c532c76c8514cb3ca785,853589002,1
247,0200c3edff395a7f20b6d26d9eb37f0ca98b0dad615088f94320bda7a567a1ab,710085006,1
248,0200c3edff395a7f20b6d26d9eb37f0ca98b0dad615088f94320bda7a567a1ab,870577002,1
249,0200c3edff395a7f20b6d26d9eb37f0ca98b0dad615088f94320bda7a567a1ab,890272001,1
250,0205084c29114393401c582a1b55c3a0ff525a5449f061b282833dcfa93d477a,864415001,1
251,0205084c29114393401c582a1b55c3a0ff525a5449f061b282833dcfa93d477a,864415005,1
252,020e2c0b66944d090f4dafeb56df0fdb9e952c0ea571c82ce320996112f51331,464297007,1
253,020e2c0b66944d090f4dafeb56df0fdb9e952c0ea571c82ce320996112f51331,470789001,1
254,0213ec2e67dd0fca168dafdbf27fd29088a9f692877b68ad03946baed7261029,857224002,1
255,021594ff31e27390b0ee95468893e5e633fbad68a0987ccb9d6050ce6e114ebf,814762002,1
256,021594ff31e27390b0ee95468893e5e633fbad68a0987ccb9d6050ce6e114ebf,815310001,1
257,021594ff31e27390b0ee95468893e5e633fbad68a0987ccb9d6050ce6e114ebf,880696001,1
258,021594ff31e27390b0ee95468893e5e633fbad68a0987ccb9d6050ce6e114ebf,882264001,1
259,021bfe753708c5a686c20ad913a0c364121f038d64fcf329d716dfc12c76284b,616920002,1
260,021bfe753708c5a686c20ad913a0c364121f038d64fcf329d716dfc12c76284b,763275020,1
261,021bfe753708c5a686c20ad913a0c364121f038d64fcf329d716dfc12c76284b,818886001,1
262,021f605b8a696203bf43e8f1833118588ca6b680eae16fcba7f02dc7295a7b74,682236001,1
263,021f605b8a696203bf43e8f1833118588ca6b680eae16fcba7f02dc7295a7b74,813451005,1
264,021f605b8a696203bf43e8f1833118588ca6b680eae16fcba7f02dc7295a7b74,853654003,1
265,0221cdf46c312f07e6124c586a60bff0cda2798db6c08d6c68a235dadbee3054,700765001,1
266,0221cdf46c312f07e6124c586a60bff0cda2798db6c08d6c68a235dadbee3054,700765010,1
267,0221cdf46c312f07e6124c586a60bff0cda2798db6c08d6c68a235dadbee3054,739362008,1
268,0221cdf46c312f07e6124c586a60bff0cda2798db6c08d6c68a235dadbee3054,846753002,1
269,0221cdf46c312f07e6124c586a60bff0cda2798db6c08d6c68a235dadbee3054,894756004,1
270,022f844cca314052308d8a0d9f2fb7b168862e601066d82d3bdaad42746491c0,664074001,1
271,022f844cca314052308d8a0d9f2fb7b168862e601066d82d3bdaad42746491c0,892791004,1
272,023fc2637551a04bd8af6633a31e360e094c40b54778485f53498f15ae12c55f,650699001,1
273,023fc2637551a04bd8af6633a31e360e094c40b54778485f53498f15ae12c55f,784001006,1
274,023fc2637551a04bd8af6633a31e360e094c40b54778485f53498f15ae12c55f,834603001,1
275,023fc2637551a04bd8af6633a31e360e094c40b54778485f53498f15ae12c55f,898336001,1
276,0240812c3d9cee93d086288d648e181be1cc94454aa0f0df557d87e890b19181,679854001,1
277,0240812c3d9cee93d086288d648e181be1cc94454aa0f0df557d87e890b19181,679854042,1
278,0240812c3d9cee93d086288d648e181be1cc94454aa0f0df557d87e890b19181,865532001,1
279,024a016c0cac0cb577a3d9ee47d296fadf0584f2d7626313172b7aa8e844783e,616920001,1
280,025247df539274f95f3cf27ca2c77b64da128e5dec1df18e8feff076c5be7441,906636008,1
